iter	Logloss
337	0.6122993909
338	0.6121116535
339	0.6119425195
340	0.6117803972
341	0.6115922123
342	0.611440159
343	0.6112525888
344	0.6110741479
345	0.6108959189
346	0.6107274912
347	0.6105404993
348	0.6103396469
349	0.610176103
350	0.6100111196
351	0.6098480078
352	0.6097035105
353	0.6095358008
354	0.6093653469
355	0.6091901918
356	0.6090203083
357	0.6088525411
358	0.6086746025
359	0.6084854686
360	0.6083129997
361	0.6081362198
362	0.6079811539
363	0.6078194848
364	0.6076713667
365	0.6074979627
366	0.607331762
367	0.6071539116
368	0.6069675853
369	0.6068110704
370	0.6066583697
371	0.606504
372	0.6063120083
373	0.6061667202
374	0.6059690929
375	0.605786576
376	0.6056322773
377	0.6054563923
378	0.6052733186
379	0.6050956743
380	0.6049234345
381	0.6047544376
382	0.6046044854
383	0.6044306905
384	0.6042772199
385	0.6041190471
386	0.6039601155
387	0.6037925438
388	0.6036243468
389	0.6034571853
390	0.6032914753
391	0.6031330513
392	0.6029670629
393	0.6027971168
394	0.6026239614
395	0.6024448409
396	0.6022998491
397	0.6021409401
398	0.6019542188
399	0.601776504
400	0.601625488
401	0.6014529523
402	0.6012779718
403	0.6011274701
404	0.6009540485
405	0.6007909995
406	0.6006233216
407	0.6004624974
408	0.6003013329
409	0.6001348343
410	0.5999822508
411	0.5998125778
412	0.5996354191
413	0.5994806418
414	0.5993370413
415	0.5991726592
416	0.5989874343
417	0.5988342167
418	0.5986649022
419	0.5985244512
420	0.5983590042
421	0.5982008705
422	0.5980347635
423	0.5978601025
424	0.5976783553
425	0.5975164837
426	0.5973610534
427	0.5971804723
428	0.5970440591
429	0.5968809829
430	0.5967195878
431	0.596574099
432	0.5964017952
433	0.5962546925
434	0.5960821561
435	0.5959217395
436	0.5957689583
437	0.5956195451
438	0.5954730332
439	0.5953265512
440	0.5951332999
441	0.5949755425
442	0.5948115311
443	0.594667481
444	0.5945045154
445	0.5943365305
446	0.5941843202
447	0.5940179249
448	0.5938591223
449	0.5936842748
450	0.5935196402
451	0.593369528
452	0.5932037534
453	0.5930439575
454	0.5928845358
455	0.5927315942
456	0.5925856744
457	0.5924338313
458	0.5922666538
459	0.5921118575
460	0.5919495754
461	0.591807695
462	0.5916515424
463	0.5914860754
464	0.5913281759
465	0.5911360771
466	0.5909694118
467	0.590801769
468	0.5906636143
469	0.590506964
470	0.5903485211
471	0.59020025
472	0.5900547683
473	0.5899058524
474	0.5897332438
475	0.5895770918
476	0.589410685
477	0.5892460874
478	0.5891021736
479	0.5889646311
480	0.5888194611
481	0.5886631571
482	0.5885029275
483	0.5883763941
484	0.5882188079
485	0.58807027
486	0.5879471071
487	0.587787149
488	0.5876370073
489	0.5874931305
490	0.5873527419
491	0.5871886519
492	0.5870599874
493	0.5868977089
494	0.5867422542
495	0.58657772
496	0.5864177727
497	0.5862626603
498	0.5861256906
499	0.5860109441
500	0.5858563877
501	0.5857359922
502	0.5855683854
503	0.5854173474
504	0.5852488614
505	0.5850749477
506	0.5848998113
507	0.5847335017
508	0.5845831352
509	0.58440259
510	0.5842766492
511	0.5841302806
512	0.5839884504
513	0.5838286909
514	0.5836506462
515	0.5834925136
516	0.583334296
517	0.5831694255
518	0.5830105315
519	0.5828621709
520	0.5827090301
521	0.5825497588
522	0.5823920536
523	0.5822328243
524	0.582118856
525	0.5819688243
526	0.5818260655
527	0.5816664883
528	0.5815184072
529	0.5813625907
530	0.5812044499
531	0.5810636033
532	0.5809064695
533	0.580756169
534	0.580612015
535	0.5804710024
536	0.5803377739
537	0.5801839126
538	0.5800299423
539	0.5799015444
540	0.5797604383
541	0.5796096942
542	0.5794467625
543	0.5793077083
544	0.5791577337
545	0.578989157
546	0.5788422306
547	0.578698598
548	0.5785424488
549	0.578381868
550	0.5782021349
551	0.5780629475
552	0.5778969077
553	0.5777426507
554	0.5775869304
555	0.5774347598
556	0.5772739897
557	0.5771483971
558	0.5770053123
559	0.5768741328
560	0.5767220492
561	0.576578767
562	0.5764232875
563	0.5762651536
564	0.5761003974
565	0.5759546801
566	0.5757998407
567	0.5756667607
568	0.5755380448
569	0.5753737139
570	0.5752411855
571	0.5750946863
572	0.5749320875
573	0.5747817535
574	0.5746428323
575	0.574488248
576	0.5743505281
577	0.5742233585
578	0.5740899467
579	0.5739498249
580	0.5737887578
581	0.5736658362
582	0.5735248714
583	0.5733812808
584	0.573241291
585	0.5730923893
586	0.5729612778
587	0.5728104076
588	0.5726446777
589	0.5724882408
590	0.5723340075
591	0.5721897428
592	0.5720689307
593	0.5719138627
594	0.5717839054
595	0.5716313414
596	0.5714851634
597	0.5713456316
598	0.5712117816
599	0.5710557872
600	0.5709019955
601	0.5707577972
602	0.5706071576
603	0.5704698794
604	0.5703265731
605	0.5701935043
606	0.5700308798
607	0.5698944985
608	0.5697542075
609	0.5696002619
610	0.5694687333
611	0.5693278887
612	0.5691820991
613	0.5690243471
614	0.5688793318
615	0.5687336177
616	0.5685952935
617	0.5684476763
618	0.5683164981
619	0.5681991434
620	0.5680430952
621	0.5678964463
622	0.5677328729
623	0.5675785442
624	0.5674289643
625	0.5672672238
626	0.5671333417
627	0.5670029347
628	0.56685348
629	0.5667123874
630	0.5665843866
631	0.566420845
632	0.5662661851
633	0.5661272832
634	0.5659934502
635	0.5658693961
636	0.5657203634
637	0.565558273
638	0.5654140441
639	0.5652871664
640	0.5651361655
641	0.5649843705
642	0.5648449489
643	0.5647095548
644	0.5645622528
645	0.5644253964
646	0.5642789766
647	0.5641472408
648	0.5639935267
649	0.5638448616
650	0.5637093077
651	0.5635379078
652	0.5633901818
653	0.5632292333
654	0.5630874391
655	0.5629369305
656	0.5627648272
657	0.5626323234
658	0.5624970599
659	0.562339148
660	0.5622072782
661	0.5620700528
662	0.5619180868
663	0.5617703544
664	0.5616328927
665	0.5615120239
666	0.5613720647
667	0.5612399092
668	0.561092453
669	0.5609672652
670	0.5608215713
671	0.560710945
672	0.5605730857
673	0.5604438004
674	0.5603045707
675	0.5601757116
676	0.5600259832
677	0.5598837745
678	0.5597457423
679	0.5596010617
680	0.5594811374
681	0.5593276376
682	0.5591766445
683	0.5590324086
684	0.5588774506
685	0.5587738401
686	0.5586184724
687	0.5584911399
688	0.5583410038
689	0.5581834131
690	0.5580521319
691	0.5579166053
692	0.5577731772
693	0.5576428529
694	0.5575016445
695	0.557329132
696	0.5571718533
697	0.5570313936
698	0.5568918483
699	0.5567508365
700	0.5566403246
701	0.5564952326
702	0.5563583225
703	0.5562225038
704	0.5560950957
705	0.555934372
706	0.5557885269
707	0.5556759344
708	0.5555243791
709	0.5554111053
710	0.5552864612
711	0.5551439334
712	0.5549970805
713	0.5548566071
714	0.5547161271
715	0.5545935222
716	0.5544674593
717	0.5543314021
718	0.5542044391
719	0.5540596178
720	0.5539307353
721	0.5537958395
722	0.5536516224
723	0.553532713
724	0.5533959967
725	0.5532724335
726	0.5531444843
727	0.5530033699
728	0.5528762632
729	0.5527463983
730	0.5526255832
731	0.552497143
732	0.5523517303
733	0.552210368
734	0.5520579548
735	0.5519343404
736	0.5518171168
737	0.5516817132
738	0.5515520529
739	0.5514351896
740	0.5513077627
741	0.5511663349
742	0.5510421825
743	0.5509276741
744	0.55080549
745	0.5506721869
746	0.5505531351
747	0.5503945254
748	0.5502433485
749	0.5501248245
750	0.5500129376
751	0.5498630461
752	0.5497222473
753	0.5495863189
754	0.5494720661
755	0.5493185906
756	0.5491661912
757	0.5490359342
758	0.548907057
759	0.5487816404
760	0.5486549372
761	0.5485211034
762	0.5483809011
763	0.5482472745
764	0.5481023415
765	0.5479683761
766	0.5478471949
767	0.547716855
768	0.5475711648
769	0.5474455395
770	0.547321805
771	0.5471970509
772	0.5470619801
773	0.5469397839
774	0.5468072383
775	0.5466965982
776	0.5465572387
777	0.5464210428
778	0.5462727129
779	0.5461348994
780	0.5459997246
781	0.5458953557
782	0.5457693796
783	0.5456282165
784	0.5455104458
785	0.5453986345
786	0.545274409
787	0.5451384236
788	0.5450133505
789	0.5448969349
790	0.5447584004
791	0.5445988771
792	0.5444617371
793	0.5443366519
794	0.5441942979
795	0.5440553161
796	0.5439126916
797	0.5438126341
798	0.5436905812
799	0.5435687247
800	0.5434375273
801	0.5433104891
802	0.5431743936
803	0.5430483991
804	0.5429175578
805	0.5427792648
806	0.5426516438
807	0.542527138
808	0.54238951
809	0.5422565869
810	0.5421184373
811	0.5420077067
812	0.5418657685
813	0.541744102
814	0.5416106362
815	0.5414558377
816	0.541318932
817	0.541198361
818	0.5410609086
819	0.5409246874
820	0.5407891766
821	0.540631963
822	0.5404954718
823	0.5403577652
824	0.540235563
825	0.5400958877
826	0.5399743455
827	0.5398395748
828	0.5397328585
829	0.539595438
830	0.5394749669
831	0.5393291802
832	0.5391882135
833	0.5390840162
834	0.5389547784
835	0.5388413279
836	0.5387127215
837	0.5385715765
838	0.5384466783
839	0.5383118384
840	0.5381820374
841	0.5380392095
842	0.5379085374
843	0.5377845305
844	0.5376425454
845	0.5375085434
846	0.5373799856
847	0.5372629842
848	0.5371280881
849	0.5369972539
850	0.5368674225
851	0.5367378774
852	0.536614898
853	0.5364922091
854	0.5363608152
855	0.5362203364
856	0.5360806273
857	0.5359633877
858	0.5358353059
859	0.5357047044
860	0.5355692781
861	0.5354388326
862	0.535318343
863	0.5351912697
864	0.535058441
865	0.5349407493
866	0.5348120572
867	0.5346871253
868	0.5345779502
869	0.5344414223
870	0.5342986031
871	0.5341745089
872	0.5340398714
873	0.5339008076
874	0.5337782461
875	0.5336434266
876	0.5335026326
877	0.5333689306
878	0.5332253447
879	0.5330972686
880	0.532961634
881	0.5328461176
882	0.5327146086
883	0.532582899
884	0.5324428462
885	0.5322937858
886	0.5321620074
887	0.5320247388
888	0.5318822325
889	0.5317629775
890	0.5316542522
891	0.5315149749
892	0.531378759
893	0.5312520868
894	0.5311264075
895	0.5310056304
896	0.5308884269
897	0.5307611142
898	0.5306599922
899	0.5305409037
900	0.5304363887
901	0.5303012976
902	0.5301932852
903	0.5300665409
904	0.5299362887
905	0.5298053107
906	0.5296778389
907	0.529554427
908	0.5294357997
909	0.5293211618
910	0.5292062014
911	0.5290821382
912	0.5289587274
913	0.5288231441
914	0.5287023707
915	0.5285656702
916	0.5284316339
917	0.5283138008
918	0.5281858679
919	0.528057895
920	0.5279228049
921	0.527802167
922	0.5276799326
923	0.5275449694
924	0.5274257938
925	0.5273183208
926	0.527183024
927	0.5270670256
928	0.5269368052
929	0.5268094924
930	0.5266794765
931	0.526570165
932	0.5264632174
933	0.526317557
934	0.526212994
935	0.5260961172
936	0.5259781063
937	0.5258552972
938	0.5257333426
939	0.5255974961
940	0.5254841944
941	0.5253615521
942	0.5252363153
943	0.5251221573
944	0.5249958865
945	0.5248657076
946	0.5247272396
947	0.5245878763
948	0.5244658495
949	0.5243261369
950	0.5242001447
951	0.5240992997
952	0.5239732629
953	0.5238436533
954	0.5237157243
955	0.5235930722
956	0.5234884613
957	0.5233676913
958	0.5232364692
959	0.5231384711
960	0.5230225954
961	0.5229206412
962	0.5227975326
963	0.522660411
964	0.5225309571
965	0.5223986672
966	0.5222576029
967	0.5221456014
968	0.5220232323
969	0.5219003398
970	0.5217901265
971	0.5216549984
972	0.5215477319
973	0.5214262284
974	0.521316042
975	0.5211956966
976	0.5210944688
977	0.5209595961
978	0.5208228744
979	0.5207166221
980	0.520571802
981	0.520438227
982	0.5203281945
983	0.5202016913
984	0.5200853563
985	0.5199588943
986	0.5198481448
987	0.5197456006
988	0.5196098721
989	0.5194835196
990	0.5193418867
991	0.5192038981
992	0.5190974767
993	0.5189609194
994	0.5188535526
995	0.5187403792
996	0.5186459227
997	0.5185206101
998	0.5183923959
999	0.5182622209
